Tweet,S_Label,L_Label,B_Label
كل اما افتح اي قناه بتذيع الاوليمبياد الاقي امريكا و الصين بيتنافسو ع الذهب .. في كل الالعاب الفرديه تقريبا ... مفيش غيركو ولا ايه 😂😂,0,0,0
: باختِصَار ؛ تَعشَقُ شيئاً ، حَافِظ علَيه ، تُريدُ شَيئاً اتعَب مِن اجلِه ، تُحِبُّ احداً ، اهتَمّ بهِ !  العشق  باختص…,0,0,0
: هكذا يكون الفرق بين رئيس منتخب وبين رجل مغتصب للسلطه: مواطن: هناك فساد في الادارات المحليه السيسي: وانا هعمل ايه؟,0,0,0
: مجلس النواب ذكروني من جنت صغيره من توكف علينا مراقبه ومانقبل نسكت????????نظل نصيح بالصف ونسولف.النواب شنو صغار خوما صغار !!????  العر…,0,0,0
اخلاقكم رديه والله في الحدود جثث كلابكم ومرتزقتكم كثير والله ستندمون يابضاعه سلمان وابنه,0,0,0
الله ينصرهم ويحميهم,0,0,0
كنت هموت امبارح واعرف كل شويه بيوشوشوا بعض يقولوا ايه يلا منك لله يا كنترول    ,0,0,0
مصطلح اقباط المهجر مشكوك فيه ، ولا استبعد ان يكون الممولين لمظاهراتهم جماعات اخوان الشياطين في امريكا واوروبا ......,0,0,0
الناس خايفه مش عارف ليه,1,0,3
هي ايه مشكله الكويت في الاوليمبياد,0,0,0
شكلها هتكون اسوء مشاركه لمصر في الاوليمبياد,0,0,0
  5: نطرح السؤال ذاته علي  ناصر العمر لعله يجاوب او يتحرك ويخرج عن صمته ولا يفرق في الفتوي ! هل  اردوغان في معسكر الكفر؟????,0,0,0
لعيبه الزمالك دي لو كانت دخلت الاوليمبياد كان زماننا واخدين نص ميداليات الملاكمه والجودو بدل الخيبه اللي البعثه فيها دي! 😃  الكاس لونه احمر,0,0,0
تركي العواد اعتّذر ..فمقالك لو قراه احد الاطفال بالصفوف الابتدائيه ..سوف يقّول هذا حديث قبيّح! فكيف بالمتزنّين(العاقلين)! غريب امرك يا تركي,0,1,1
وانت سري وانت ما نويت اكتشافه ..,0,1,1
العفو ..اللي صعبان عليا كمان الناس اللي شقيوا عشان يامنوا مستقبل ولادهم وفي الاخر تحويشه العمر مش هتساوي نص قيمتها !!,0,0,0
1911 ولا بيفرق اي حد الكاميرات عليه بيتكلم ويقول ويعيد ويرجع يكدب والاعلام لمؤاخذه بيعرض عليه :/,0,0,0
ﻟذيذ هوُ العشق حِين يكوُن مَع شخصَ مغرُم بادق تفاصيلگك..  بوح,0,0,0
: ثمه امر لاتستطيع ان تجتازه بسهوله، ثمه شعور لايجديه التغاضي، ثمه عتاب طويل في صدرك كتمانه صعب وافصاحه اهانه. ثمه اشياء لاتب…,0,0,0
 الله يستر مره خايفه من القدرات واختار الستيب الانجليزي,2,0,4
: فائده نفيسه لابن الجوزي عن تقلّب الزمان وان السعيد من لازم التقوي علي كل حال,0,0,0
😲 يا الله,0,0,0
اشد من الموت ما يُتمني الموت عنده فلا ياتي    عذاب الله  مجرم  القاضيه  العذاب  مالك  جهنم,0,0,0
افتتاح الالعاب الاوليمبياد في ريو دي جانيرو البرازيل 2016 جميل روعه في كل شي ....,0,0,0
مشكله اااي  بت انها عايزه الواد  يهتم بيها ال24 ساعه حتي وهو  نايم  الرحمه حلوه,0,0,0
يمممه لو تعرفون شكثر خايفه وقاع ارجف 😂😭💔,2,0,4
لما ربنا يكرمني عن قريب واتشهر اعرفوا اني هرفع علم المانيا مش عشان بكره مصر . بس عشان مش عايز. الكلاب يتاجروا بنجاحي,1,0,3
الشخص الذي يجعلُك من اساسيات يومه، يستحقُ ان تبني لهُ في قلبك وطناً يليقُ بِه.*  صداقه,0,0,0
  الرجل الذي لاقي الموت فهزمه كما هزم ايران وخشاه اعداءه عاش جسورا ومات جسورا,0,0,0
الله يحميهم ويحفظهم  رمزيات  غرد بصوره  الاطفال,0,0,0
   مرحبا,0,0,0
و هيا توصيني ان امسكها من يدها كٍ لا اضيع وهيا تدري ان من يوم ميلادي اني في بحر ضائع  اليوم,0,0,0
حبي الصغير 😍😍😍,0,0,0
اللهم يامن يعيد المريض لصحته، ويامن يستجيب دعاء الضعيف، الطف بجسدها واشفها شفاء لا يغادر سقما.,0,0,0
انا مش هرتاح غير لما اللاعبه الاسبانيه تكسب الدهب و  هدايه وهبه تكسب البرونزيه واهو يبقي اسمها خسرت من بطله الاوليمبياد 🙏,1,0,3
لا تسالني عن وطني فقد اقمته بين يديك💋 اعمي,0,0,0
اذا بتنحاز تماما لهم، نحاز فيهن ع فلسطين وحرر بلدك يا بطل مش تكونو اعداء لدوله احتضنتكن لعشرات سنين واكلتو من خيراتا,0,0,0
غير ان اي حد بيروح الاوليمبياد من عندنا بطل ولو مرشح لميداليه وجابها فهو بكل الابطال,0,0,0
:  همسه  مادام اسم الله الحيّ فمن المستحيل ان يُميت لك حلمًا او يكسر لك حاجه او يهدم لك امنيه.  ????  مفاهيم اداريه     …,0,0,0
يـوجعنـي قـلـبي،لمـا اتمـسك بانسان وانـا خايـفه يتـركنـي،تـوجعنـي فكـره ان النـاس كلهـم مـؤقتـين ومجـرد عـابريـن.💔,2,0,4
: و فجئه هبط سوق الاتراك وارتفع سوق العراقيين .........  الصدمه,0,0,0
مِن وريدي منزلك حتي الوُريد تحت ظل الحُب احياء بك واكون💜🎵  رتويت  رومنسي  بوح  خواطر  صباحيات  جميل  رائع يبتي  غزل  شوق  ذوق,0,0,0
؟؟ يعني كده خلاص بودي انتهي ومفيش معجبات هتقولهاله تاني ؟,0,0,0
اللهم غيثامن عندك يروي ويشفي صدورقوم مؤمنين انهكم الفقد والانين اللهم اني ابراء اليك من قلهحيلتي وهواني عن نصرتهم اللهم ولاناصر الا انت💔,0,0,0
لما تشوف حد واحشك كان بقالك كتير مشفتوش?,0,0,0
في حبه انا كنت اسعد انسان،وفي غايبه يابري حالي.  غزل  فراق .,0,0,0
كان الله في عونهم وسائر المستضعفين في كل مكان,0,0,0
مازال احمد الفريدي يثبت تدني اخلاقه حتي بالمباريات الوديه ????    بطوله تبوك الوديه,0,0,0
:  حاكموا السراق المشكله العبيدي صار مثل قائد الضروره وهو اتعس من نفس القائد شعب يحب الطواغيت والظالمين,0,0,0
ياشيخ انا احبك ولكن سمار وجهك مخيف بعض الشي!!,0,1,1
0: من تناقضات الرافضه  ينكرون من قال بتحريف القران ثم يعملون له مزار مثل نوري الطبرسي مؤلف كتاب فصل الخطاب في اثبات تحريف كتاب رب…,0,0,0
الاطفال طفل يتحدث عن اخيه المصاب ب  متلازمه دوان متلازمه الحب 💗,0,0,0
انا اكره اشوف احد زعلان علي او متضايق مني لكن لما يكون شخص     زق     حلال فيه,0,0,0
جوزف سكولينج...بعد كام سنه من حصوله علي نوبل الاوليمبياد   ..من الممكن ان يصبح برادعي سنغافوره وقائد ثوره شبابها .... صناعه العملاء  ريو2016,0,0,0
😕😕متاكد هذا من اللي جالس يقول وش صايبه...عقله معه اول مره اسمع رجال يتكلم كذا وش السالفه؟ ؟ ؟ ؟ ؟  نشامي …,1,0,3
كنتي ملكه يا شيرووووووو  عايزين مينا علي تويتر  ♥♥♥♥☺☺☺☺☺,0,2,2
0: خايف علي قلبي يبات مجروح,1,0,3
انا خايفه ادخل انام السيسي يتهور وحاجه تحصل جديده تفوتني,2,0,4
اسكتي المايع شكله سايكو و حيل خايفه منه ع بنتي 😥 خلي ابنچ يخلصها منه الحين و بعدين نتفاهم 😜,2,2,7
 ليييييييه كده يا اخي .يا اخي حرام عليك يا اخي  بصوت عبد العزيز :(,0,1,1
  88: بعدما خسرنا كل ماكان لن يعود بنا الزمان ولكن مؤكد خسارتنا ستكون في القادم اوجع مما كان  مملكه القيصر,0,0,0
عندك حق والله بتشتم البربر و1/3 مصر اصلا بربري وجبتلها امثال مع الدليل,0,0,0
سيد عبد الحفيظ: جونيور اجاي سيعود الي بلاده عقب انتهاء الاوليمبياد لقضاء فتره راحه ومن ثم العوده للانضمام لصفوف الاهلي,0,0,0
98: يارب بشره بما لا عين رات ولا اذن سمعت ولا خطر علي قلب بشر اللهم ارحمه واغفرله  اللهم انك عفوا تحب العفو فاعف عنه   سعود الف…,0,0,0
خايفه اخسرك.,2,0,4
013    الله يسحقكم يا اذناب الفرس اليمن ستنتصر واللعنه علي عفاش وحزبه,0,0,0
هو احنا هنفضل مقضيين الاوليمبياد كل منخسر يقولوا مشاركه مشرفه مش هنشوف ميداليه :),0,0,0
اللعيبه خايفه تشوط علي الجون,0,0,0
وشفيك ياقلبي تفنن في سواليف العتاب حتي الحبيب الي تحبه في ثواني تقهره ضيعت بعمري كثير وشبت في عمر الشباب وهقتني في واثر الحب كله مصخره,0,1,1
الله يكون بعون الي يتابعونه💔,0,0,0
الحب ليس له عمر ابداً.. هو باختصار : وفاء رجل ، واكتفاء انثي ..    مارسيل بروست  يونس بنشريف  العشق  شفشاون,0,0,0
في الحب اقتنعت : تذهب الاقوال وتبقي الافعال .,0,0,0
ايه اللي دخل النواب ولاد المتناكه في الاوليمبياد. ياولاد الوسخه,0,1,1
وجه الشبه بين ابن سلول والنفيسي 11.وفي كل مناسبه يكون لهم فيها مشاركه الا وخرج لنا الاخوان المفلسين بكذب يشيب منه الراس  للقدح في الامارات,0,0,0
وعندما سالت قلبي هل تقدر علي فراقه ؟ بكي  وقال : فراقك اهون من فراقه ..📝,0,0,0
1133: من سحر الحب .. ان تري وجه من تُحب هو الوجه الذي تضحك بهِ الدنيا ، وتعبس ايضاً! الرافعي  رباب الكلم  قهوه السابعه  كو…,0,0,0
ههههههههههه اه والله ..,0,0,0
و انت بخييييييييييييييييير يا كبير,0,1,1
توفيق و رمزي جمب بعض بضان ده غير شوقي السعيد هي ناقصه,0,0,0
2016 قربت تنتهي وانا لاـ  ايفون7 ولاـ  نوت5 ولاـ  10 ولاـ  سفر ولاـ  هديه ولاـ  مفاجاه ولا حتي ـ  عروسه ليه ؟؟؟ داعش انا ؟؟؟؟؟؟؟؟!!!!!!,0,0,0
: عمري ماكنت اتخيل اني لما اول مره اسافر اوروبا هبقي طول الوقت  بسبب عدم وجود شطاف ???? جتكم القرف ناس معفنه ????,1,0,3
دا النهارده يوم مصر والعرب ف الاوليمبياد بقي يارب دايما فرحانين 👏👏👏,0,0,0
 الخبل الي يصدق قحره ياخي خلو عندكم عقل اليمن كله بر وجو وبحر محاصر يلعب عليكم يقول دخلنا شغلهم من بعيد في الكهوف,0,1,1
مش كان زماننا بنلعب ف الاوليمبياد دي بمنتخب انستجرام,0,0,0
: ليتني كنت معكم احمل شوقا لتلك السواقي لتلك الضفاف لتلك الازقه الضيقه لتلك الحبيبه موصلنا الرقيقه  العراق ينصر الانسانيه,0,0,0
خايفه ننفجع,2,0,4
اليمن ستنتصر علي رعاه الابل كما انتصرت علي الاتراك ومن قبل علي الاحباش,0,0,0
خايف اقولها اخسرك .,1,0,3
ا رجوا من كل الاتحادات التي اخفقت في الاوليمبياد ان تقدم كشف حساب للجنه الاوليمبيه المصريه وارجوا من وزير الرياضه تشكيل لجنه لمحاسبه الفشله,0,0,0
وديتوا السيجنال فين معنديش ولا شرطه,0,0,0
مبروك للكويت اول ميداليه ذهبيه في الاوليمبياد,0,0,0
انا بسال علي علاقه الاوليمبياد بالحجامه مش فاهمه الموضوع اتفتح ليه حاليا,2,0,4
الحقيقه بدت مثل الخيال هو عدوي واذكا حبيب  كل ماقفيت ناداني تعال لذه الحب في الشيء القليل,0,0,0
هو فريق اليد هيلعب امتي في الاوليمبياد؟,0,0,0
مرتضي منصور ده هيودينا في دهيه والله ...هيودينا ايه ..هو ودانا خلاص ????????????,0,0,0
الله ينصرهم,0,0,0
جونيور اجاي مهاجم الاهلي خسر مع نيجيريا في قبل نهائي الاوليمبياد من المانيا، وهيلعب علي البرونزيه ضد هندوراس وبعدها يرجع مصر  يلا ريو,0,0,0
اسفه بس فريق اللاجئين ده فكره سخيفه جداً   لان اجمل ما في الاوليمبياد ان كل لاعب بيشرف بلده مش نفسه    ,2,0,4
عاجبني فشخ العرب الي داخلين تحت علم الاوليمبياد دول و خصوصاً الديحاني اللي خد الدهب رمايه قاعدين يطبلوله في حين انها متحسبتش لعربي ولا حاجه,0,0,0
1:  دعم حساب خطر ايران كلنا معك وكلنا داعمين لك باذن الله  بارك الله فيك وفي مجهودك الواضح .,0,0,0
24 قلبي معكم 😂😂,0,0,0
: و متزعليش من قساوه الدنيا و عنادها العجيب انا كنت فاكر نفسي اقوي من النصيب !  هشام الجخ,0,2,2
رحم الله الدكتور  احمد زويل فقد انقذه الله من الاحتراق بنار السياسه في بلده حينما رشح للانتخابات الرئاسيه بها بعيد اقصاء مبارك عنها.,0,0,0
العراق هتلاعب الدنمارك كمان شويه في الاوليمبياد ... منه لله حسام البدري 😕,0,0,0
كثير بحس انو  نوال الزغبي مكتفيه بنجاحاتها اللي حققتن باواخر التسعينات حققت نجاح ساحق ماحققتو ايّ فنانه من بعدا لانو كانت وحدا خف وهجا هلق,0,0,0
ارسمك في عيني علي حزه اﻟشوق ويا زين حالي يوم اشوفك بععيني. . . .  خواطر  غزل,0,0,0
والله اني خايفه يتكرر سيناريو مباراه نجران 😑  الاهلي الوحده,2,0,4
واخدين المجد الاوليمبي بجديات اكتر من اللازم ..و هذا سبب تفوقهم في الاوليمبياد في اخر 3 دورات,0,0,0
ايوه طبعا عايزه الصين هي اللي تكسب الاوليمبياد مش امريكا ....,2,0,4
9 انت قديم ابو الجﻻجيل دلوقتي انت اللي بتجيب انا عايزه تورته شيكوﻻته مليش دعوه وعصير فلوريدا :,0,1,1
معكم قلباً وقالباً انجلينا جولي ما احسن منا بشي 🙂,0,0,0
 كيف تقدر تكون بهالجمال؟؟؟؟ مش معقووول,0,0,0
لا شئ في ان يموت الانسان ، ولكنه من المخيف ان لا يموت ...  فيكتور هوجو  البؤساء 💜💜  تيم المباحث وسجن الفولورز,0,0,0
اغليــــه لو انه بعيدٍ عن العين دام المشاعر في غرامه رهيـنه عند الناس كلمه وحرفين والحب عندي له معـاني ثمينه,0,0,0
الهالك هيكل كان مشروع ذنب كبير لحزب الكلب و ايران . ماذا قدم للامه غير الكذب و نفخ الكير عبر الجزيره,0,0,0
الله يعينك وانا اخوك ... انا بصراحه متعاطف معك الي ابعد درجه ... مو عشان حالتك لان حالتك مرضيه وطبيعيه ولها علاج .. 1,1,0,3
كان مريض قبل الاوليمبياد وكان بياخد ادويه بتزود الوزن,0,0,0
لحاجه الي تخاف  تخسرها 👉غير  خسرها باش متبقاش👈,0,0,0
: بالفيديو مريـم حسين تتطاول علي زوجها السعودي بلفظ خارج ورده فعل غريبه من زوجها  فيديو :   .  نطالب ببيع…,0,0,0
: حسبي الله ونعم الوكيل فيكم يا    فيفا       شركه فيفا  الكويت  شكوي   سرعه سلحفاه   حرام    …,0,0,0
انا كنت ممكن اخش الاوليمبياد بس ركبتي وجعاني شويه,0,0,0
بعض من المهتمين بالرياضه لديهم اضطراب نفسي ويريدون ان يكونوا مقتنعون بافكارهم والمطلوب منا تصديقهم  العلاج هام,0,0,0
الجاثوم اقل مايقال عليه شي مرعب فعلا 😔💔.,0,0,0
102006: تنام عيناي .. ولا ينام قلبي ! يالبعثرات قلبي .. الا تهدا !!  مشتاق,0,0,0
اسلام الشهابي بيلعب ضد اللاعب الاسرائيلي يا رب  جودو  الاوليمبياد,0,0,0
الانثي لا تبكي علي رجل او غيابه ! بقدر ما تبكي علي { قلبها } وعلي نبضٍ زرعته في وريدها .. و حصدته خيبه,0,0,0
هو انا لوحدي اللي مش عاجبني فستان ال  في الاوليمبياد؟! 😏,0,0,0
انا بعد كده  خلي اللي يوعني   بحاجه همضي علي وصل امانه علشان اضمن انو مش يخون,0,0,0
: اذا كان لكل قاعده استثناء ، فالحُب ؛ يصنع من الاستثناء قاعده.  الحُب,0,0,0
المصريين احسن ناس تسف ع نفسهااقسم بالله انت اشتركت في الاوليمبياد وخسرت لادانت يطلع عين اهلك بقا مع انو لوكنت كسبت كنت هتبقا رفعت راس مصر!!,0,1,1
مافي حب اول وثاني وعاشر .. مايجي اللا مره وحده بس 🕊💔,0,0,0
0: من قساوه هذه الحياه . انسان يواسي ؛ الجميع ويظل وحدهه !!  شطر,0,0,0
بيتريقوا علي المحجبات في الاوليمبياد بيقولوا مش منظر يعني,0,0,0
افتتاح الالعاب الاوليمبياد في ريو دي جانيرو البرازيل 2016 دخول الفريق الايطالي,0,0,0
1435    بالاصل عمان ليس لها اي دور فعال بحرب السعوديه مع الحوثي وكلابه لكي تطلب السعوديه منهم حل للتسويه.,0,0,0
ربنا يحميك انتا وزكرياااااا .... بس تعالا هنا مش تباركلي ^^ ...^^,0,2,2
 استاذ وسيم شوف تركي الحمد الي اضفته ضايف هذا اساطير الاولين الي يطعن في القران ويستهزا به ضايف ملحد,0,1,1
انا خايفه اذا حذفته بقدرش ارجعه😢😢😢,2,0,4
مساء الخير شارك ف هشتاج  ازاي نساعدك يا مصر,0,0,0
يعني باركتي للامارات و للكويت ف الاوليمبياد و مباركتيش لمصر !! مصر واخده ميداليتين برونز علي فكره,0,0,0
تنام عيناي .. ولا ينام قلبي ! يالبعثرات قلبي .. الا تهدا !!  مشتاق,0,0,0
بستغرب فعلا اللي ياخد منشطات في الاوليمبياد ما كله هيتقفش وهتخسر رياضيا وانسانيا .. ما كفايه رياضيا,0,0,0
: وبكل خوف قلت :  بطل توجعني ، انا مابي الدنيا تدور وتوجعّك .,0,1,1
شـــايــل هموم  و مش  كـئـيـب .....,1,0,3
:     الله يهونها عليكم ويصبركم...,0,0,0
هي الاوليمبياد افتتحوها ولا لسه !!؟,0,0,0
ياريت يا جماعه لو شوفتوا لاعيب تنس اسمه كريم مامون في الاوليمبياد تشجعوه كويس عشان قريبي و يخصني بصراحه يعني,0,0,0
هو انتوا عندكوا امل ان احنا نعمل حاجه في الاوليمبياد؟ احنا فاشلين في كل حاجه يا جماعه,0,0,0
جفت دموع العين والبكاء توفاه الله بروحي كيعقوب !,0,0,0
كل هذا خوف علي الاكل,0,0,0
:  اسكندريه عايزاكم والله ماتيجوا,0,0,0
قولي احبك كي تزيد وسامتي ف بغير حبك لا اكون وسيما,0,1,1
ان واحده تروح الاوليمبياد وهي في فريق اللاجئين و تكسب وتوصل ده توجع القلب، الناس دي قويه اوي.,0,0,0
هو انت كنت بتحفظ المقادير !!  اول مره اعرف ان المقادير بتتحفظ,0,1,1
وشايفه نفسي تدريجيًا بتحول لكل اللي كنت مرعوبه منه ومش عارفه اعمل ايه عشان امنع ده ومش قادره اتقبّل ان ده بقي امر الواقع، مش عايزه اكرهني .,2,0,4
:  اجمل ماقيل بالحب . الحُبّ لَيس تَقدِيم  مَشاعِر وانّمَا هُوَ صِناعهُ  مَواقِف .. !!😴💔,0,0,0
الجزائر مغلوبه 2 من هندوراس في الاوليمبياد وبغداد بونجاح لحد دلوقتي مش شايف قدامه,0,0,0
لم اطلب يدا تمسح لي  الحزن لم اطلب احدا ليعانقني كي اهدا لم اطلب من اي  شخص ان يساعدني علي  النهوض لقد عشت  اسوء اللحظات بمفردي,0,0,0
منتخب اليد ان شاء الله هيعمل حاجه في الاوليمبياد دي,0,0,0
اوووووووووووووووف انا عكيت الدنيا في بعض :/,0,0,0
:   1199  الله يحفظ العراق وناس العراق   صباحك امل وطمئنينه,0,0,0
سابتسم في وجه من يكرهني فان لم اكسب محبته سانجح في فقع مرارته   تمثلني وبشده,0,0,0
يتحدثون عن المستقبل، فاري الدموع الحبيسه في اعين الاطفال ودماء متناثره للشباب. ...خيانه وذهب اسود لاجله باعوا البلاد,0,0,0
: قلوبنا معكم منصوين يحفظكم الله  رساله لجندي عراقي,0,0,0
الحكم اهلاوي؟ معقوله؟,0,0,0
يارب احنا بس عاوزين شويه شجاعه انا منكرش اني خايفه انزل بس عايزه انزل ونفسي الشباب يكونو نقطه الانطلاق والتشجيع لكل المصريين,0,0,0
بجد هي دي احلي ايامنا اللي لما نعجز و شعرنا يشيب هنفتكرها !! لا يا جدعان متتضحكوش علينا,0,0,0
: السلام علي المحبين الذين ناموا في ساحات الوغي السلام علي الارامل السلام علي الثكالي السلام علي الايتام سلام الله عليكم…,0,0,0
: نحن نعلم انكم تعانون لذلك سنكون معكم حتي النهايه  ,0,0,0
افتتاج الاوليمبياد !,0,0,0
لم تفهمنـــــي .. ولـــــن تفهمنـــــــــي ­،،، فانــــا احدثـــك بقلبــــي .. وانــــت تحدثنـــــي بعقــــــلك!!!,0,1,1
 والله مش صعبان عليا غير العساكر الصغيره دي ربنا يحفظهم,0,0,0
سباح تونسي ف الاوليمبياد طلع ف المركز الاخير . واحد تونسي مشارك الخبر وكاتب الحمد لله انه ما غرقش 😂😂,0,0,0
2014:  وين اروح في الرياض هي ناقصه تزيد الزحمه كل عام اكثر زحمه من قبلها يحتاجون رحلات جويه من شمال الي الجنوب تعدوا مرحله القطارا…,0,0,0
ايه ده انا مافهمتش ليه نازله بعلم الاوليمبياد عشان مالها بلدها بقي؟؟,0,0,0
    اي حد جزمه هيفتح بقه بعد كده علي كنزه بالجزمه لان الاخترام مينفعش مع الاشكال دي واي حد حقاني ينشروه,0,0,0
نكت فيسبوك 😅  قطر داخله الاوليمبياد ب 25 لاعب ... اللي عايز يسرق قطر يستغل الفرصه دي البلد كلها في البرازيل 😂😂,0,0,0
يا،ما شاء الله  مصر في الاوليمبياد,0,0,0
بسم الله والحمد لله مش لازم ابدا نكون في دائره الضواء علشان عايزين ننهض بمصر لا احنا ممكن نبني مصر وننهض بها من اي موقع,0,0,0
:  ماجد الصباح في عمان  ماشاء الله صحه يارب، شكل الفواكهه بتجنن والطعم ????؛ ارضك ارض طيبه ياعمان,0,0,0
انا عايز حد يكون عايز  يفضل و يايا بدون اسباب  دورت فـ كشف اللي اعرفهم  فـ لقيتني اخدت الكل غياب !,1,0,3
البت المصريه اللي رمت السهم بره اللوحه لاول مره في تاريخ الاوليمبياد مثلت حياتي في رميه .. تحياتي 😂😂😂😂,0,0,0
  هذه حجج واهيه وافلام محروقه      ايران لاتريد ان تحتل احدا ، ايران لها مشروعها الوطني ولاهدف لها مما نسمعه من المهرجون المرتعدون؟,0,0,0
: الاخوان الاعضاء في مجلس الامه،،اين انتم من تلك المساله وماذا يكون دوركم فيها وماذا ستفعلون  انفخ يا شريم  اعضاء الامه  زياده اس…,0,0,0
وتعيش يا جيش بلادي,0,0,0
رساله من احد الاحبه في حضرموت . اللهم عجل في نصرهم وفرج كربهم ... اللهم ادم علينا الامن والامان يارب...,0,0,0
هناك اشخاص يسحرون القلب من اللحظه الاولي ويجددون فيه الحياه.  جبران,0,0,0
مبروك بعثه 120 فرد رجعت بميداليتين برونز + علم السعوديه 󾌴󾌴󾌴󾌴 هي الاوليمبياد حرام اصلا 󾌴󾌴,0,0,0
صوره الاوليمبياد 👏👏👏,0,0,0
:  الامارات تعفو عن الجيده والحمادي  عندما نملك قياده حكيمه ،،،   عندما نملك قياده تحب التوحد والوحده ،،،  فهي شيم الكبار ،،،…,0,0,0
الكوره اخذا حقها وزياده في عده بطولات . ياريت تتلغي من الاوليمبياد,0,0,0
4 حلب اللي تاكلك ????,0,0,0
اتقي الله يا اخي ذنا خايفه افتح باب شقتنا,0,1,1
لقطه حلوه فشخ حالا في التايكوندو في الاوليمبياد .. الواد الكوري روحه حلوه فشخ,0,0,0
الي حبيبي القديم والقديم جدًا مُنذ ان ميّزت وانت حبيبي الي مواسم  الشتاء الماضيه والقادمه وكل مابينهما انت دائمًا حبيبي )..,0,1,1
هاتيهم اخرج بيهم انا,0,2,2
يموت الفرح فيني ، اذا عاش الحزن فيك  الفرح,0,0,0
: اللهم اغفر لاغلي من غابوا عن الدنيا اللهم ارحمهم واحشرهم في زمره المتحابين فيك يا رب العالمين ..  عبدالهادي ظافر الشهري  ساع…,0,0,0
شكر ا حسين الجسمي نشكرك من كل  قلوبنا انو فكرت بينه وهديتنله هاي الاغنيه الجميله الرائعه يا مبدع????????????,0,1,1
فرص الجزائر !!!,0,0,0
: في الجوله التحضيريه   دانيلو : هدف   رونالدو : صفر  مشكله رونالدو انه جا في زمن دانيلو    غرد كانك برشلوني,0,0,0
كسبوا المانيا وانا اعتبرت دي مفاجاه الاوليمبياد خلاص 😅,0,0,0
الحُب لا يشغلك برد الشتاء وانـت تدري ان الشعور بداخلی ما توفي واذا ذبحك البرد يفداك صدري اقرب من ضلوع الخفوق وتدفي ..,0,1,1
:  صور | جانب من مسيره طلابيه في مدينه رفح جنوب قطاع  غزه تضامنا مع الاسير الطفل  احمد المناصره  قناه القدس,0,0,0
الاسعار نار والجنيه غار والدولار فار والبورصه بتنهار والنيل طار وصنافير اتباعت بدينار ولسه الشعب حمار  بتحب السيسي عشان معيش حميره ف مرار,0,0,0
عندي فوبيا من المحيط لدرجه ان منظرها اثار هالفوبيا 😶,0,0,0
:  انقذوا حلب تبكي اسي تلك العيون والخوف ينهش والظنون تبالمن قتل الطفولهثم انتم تنظرون ياويحكم يامسلمون لك الله يا  تبا…,0,0,0
مهرجان انا مش قادر اديك اا وكسه السيسي   ,1,0,3
الانتصار المعنوي اعلي واغلي بكثير عن المادي في الاوليمبياد .,0,0,0
انت اجمل من جمال الكون في حسنك الطاغي وفي حسن الاخلاق 💙 . .  شعر  بوح  ابيات  خواطر  كلام,0,0,0
مع حضرتك طبعا، بس المنافسه في الاوليمبياد مش سهله يا فندم، محتاجه اعداد وتدريب طويل بدني ونفسي، وده مبيحصلش ربعه للاعيبه هنا,0,0,0
حابب تعبي لانه عشانك ، راضيه بغلبي لانه معاك ♥,2,1,8
كل اللاعيبه من كل الجنسيات و الاديان بيسلموا علي بعض بعد الماتش في الاوليمبياد,0,0,0
فيه دولتين هيشاركوا في الاوليمبياد لاول مره في تاريخهم كدول مُستقله بعد انضمامهم للجنه الاوليمبيه الدوليه مؤخرًا .. كوسوفو وجنوب السودان,0,0,0
اه لو نبطل نفسنه من الي كان فقير وربنا كرمه او من الي معاه فلوس او اي حاجه نفسنا فيها ومش قادرين نجيبها  حب لاخيك ما تحب لنفسك,0,0,0
: يا ليتنا كنا معكم يا حشد الله المقدس  ردا علي اكاذيبكم,0,0,0
الناس اللي بيلعبو فروسيه في الاوليمبياد دول تحس انهم من ايام نابليون بونابرت الحمله الفرنسيه,0,0,0
انا عايزه اتعلم حاجات كتير واقرا عن حاجات كتير واعرف وادرس حاجات كتير لدرجه اني دايماً خايفه وحاسه ان الوقت مش هيكفي..,2,0,4
اليوم بينتهي بدون حاجه ؟,0,0,0
💌  الحُب مفتاح العطاء  بس اقول  همسه,0,0,0
هيطول بسرعه لما اقصيه، انتي حلوه,0,0,0
: لو روحت الاهلي يا محمد يا ابراهيم ابقي سلم علي اينو و صبري و طارق السعيد و محمد صديق  يوصل ان شاء الله,0,1,1
يلا يا توفيق يا معرررررررص,0,1,1
1424   ي الله 💔 كان الله في عونهم .. والله صوره موجعه لابعد حد 😔😔😔,0,0,0
هل صحيح بيفتحون طب اسنان بتبوك ياريت تفيدوني ????❤️ — للان لا  / فاتن العطوي,0,0,0
مصر داخله الاوليمبياد بنفرين غالبا عشان كده رفعنا علمين,0,0,0
بحبك عشان خايف يجيي اليوم اللي اموت فيه واندم اني محبتكيش..,1,2,6
“اكثر من نصف مليون سعودي يتعرضون للضرب من زوجاتهم ..,0,0,0
: يا حي ياقيوم ياذا الجلال والاكرام! فرّج عن اهلنا في ، وارفع عنهم الباساء والضراء، ياارحم الراحمين ويااكرم الاكرمين…,0,0,0
المصريون لازم يخدوا ميداليه في الاوليمبياد في خيبه الامل.. تبقي الميداليه في جيبه ويتعولق وتروح منه,0,0,0
الجزائر في الكوره في الاوليمبياد واقعه في اصعب مجموعه.. معاها ارجنتين و برتغال..,0,0,0
